CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName
512,500,11511,NULL,Caleb,NULL,Perry,0,1953-06-14,M,NULL,M,caleb4@adventure-works.com,30000.00,1,0,Bachelors,Skilled Manual,1,1,2324 Cherry Street,NULL,786-555-0137,2003-09-14,Person,NULL
513,671,11512,NULL,Natalie,L,Campbell,0,1954-08-13,S,NULL,F,natalie50@adventure-works.com,20000.00,3,0,Partial High School,Manual,1,2,3481 Broadmoor Drive,NULL,178-555-0147,2004-06-30,Person,NULL
514,682,11513,NULL,Alyssa,A,Howard,0,1954-09-27,S,NULL,F,alyssa38@adventure-works.com,20000.00,3,0,Partial High School,Manual,0,2,5780 Conifer Terrace,NULL,805-555-0188,2003-12-10,Person,NULL
515,559,11514,NULL,Dalton,NULL,Diaz,0,1954-04-20,M,NULL,M,dalton67@adventure-works.com,30000.00,1,0,High School,Clerical,1,1,8033 Danesta Dr.,NULL,994-555-0158,2003-12-26,Person,NULL
516,443,11515,NULL,Shannon,H,Huang,0,1954-02-25,M,NULL,F,shannon6@adventure-works.com,30000.00,1,0,High School,Clerical,1,1,4679 Duke Way,NULL,458-555-0116,2002-03-03,Person,NULL
517,469,11516,NULL,Mya,NULL,Gonzales,0,1954-10-21,M,NULL,F,mya17@adventure-works.com,30000.00,1,0,High School,Clerical,1,1,8826 Fine Drive,NULL,211-555-0110,2002-03-18,Person,NULL
518,538,11517,NULL,Katherine,A,Bryant,0,1954-06-20,M,NULL,F,katherine44@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,8761 Dancing Court,NULL,802-555-0135,2003-12-28,Person,NULL
519,660,11518,NULL,Edward,NULL,Washington,0,1955-05-10,M,NULL,M,edward62@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,2747 Carmel Dr.,NULL,446-555-0170,2004-04-29,Person,NULL
520,467,11519,NULL,Jerome,B,Navarro,0,1955-03-17,M,NULL,M,jerome8@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,9537 Ridgewood Drive,NULL,934-555-0191,2003-09-14,Person,NULL
521,675,11520,NULL,Jada,A,Morgan,0,1955-04-11,M,NULL,F,jada14@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,8394 Lincoln Drive,NULL,160-555-0131,2003-08-26,Person,NULL
522,566,11521,NULL,Ariana,NULL,Peterson,0,1955-12-09,M,NULL,F,ariana4@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,9052 Blue Ridge Dr,NULL,298-555-0145,2003-09-06,Person,NULL
523,523,11522,NULL,Christian,J,Hughes,0,1955-12-23,M,NULL,M,christian26@adventure-works.com,80000.00,5,0,Graduate Degree,Skilled Manual,1,0,3279 W 46th St,NULL,231-555-0168,2002-03-06,Person,NULL
524,665,11523,NULL,Lucas,V,Taylor,0,1956-08-10,M,NULL,M,lucas22@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,2328 California Street,NULL,149-555-0146,2003-08-19,Person,NULL
525,560,11524,NULL,Alyssa,L,Jackson,0,1956-01-23,M,NULL,F,alyssa11@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,8752 Greenway Drive,NULL,398-555-0193,2004-02-29,Person,NULL
526,500,11525,NULL,Ariana,NULL,Cook,0,1956-01-09,M,NULL,F,ariana19@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,869 Aspen Drive,NULL,160-555-0119,2002-03-09,Person,NULL
527,571,11526,NULL,Katherine,P,Diaz,0,1956-08-06,M,NULL,F,katherine48@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,8160 Star Tree Court,NULL,147-555-0124,2003-08-07,Person,NULL
528,690,11527,NULL,Jenna,J,Green,0,1956-06-04,M,NULL,F,jenna14@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,905 Johnson Road,NULL,961-555-0153,2003-08-11,Person,NULL
529,633,11528,NULL,Joan,NULL,Washington,0,1957-08-19,M,NULL,F,joan7@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,2932 Esperanza Dr,NULL,732-555-0144,2002-03-15,Person,NULL
530,536,11529,NULL,Austin,L,Bryant,0,1957-11-16,M,NULL,M,austin14@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,786 Eastgate Ave,NULL,537-555-0113,2002-03-27,Person,NULL
531,665,11530,NULL,Andrew,C,Martinez,0,1957-07-26,M,NULL,M,andrew24@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,3183 Trasher Road,NULL,226-555-0113,2003-08-01,Person,NULL
532,430,11531,NULL,Nina,R,Yuan,0,1957-01-07,M,NULL,F,nina7@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,4851 Heights Ave.,NULL,568-555-0198,2002-03-02,Person,NULL
533,677,11532,NULL,Lauren,NULL,Miller,0,1957-02-26,M,NULL,F,lauren24@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,6437 Brookview Dr.,NULL,827-555-0183,2003-10-07,Person,NULL
534,588,11533,NULL,Ebony,E,Gill,0,1957-07-21,M,NULL,F,ebony35@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,3235 Mi Casa Court,NULL,327-555-0157,2003-11-15,Person,NULL
535,652,11534,NULL,Cameron,M,Lewis,0,1958-11-13,S,NULL,M,cameron39@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,7665 Terrace Road,NULL,199-555-0180,2002-03-21,Person,NULL
536,500,11535,NULL,Devin,NULL,Nelson,0,1958-07-03,M,NULL,M,devin32@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,2569 Webster Drive,NULL,256-555-0111,2002-03-05,Person,NULL
537,631,11536,NULL,Logan,J,Chow,0,1958-04-17,M,NULL,M,logan25@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,6024 Lacanda,NULL,545-555-0121,2002-03-27,Person,NULL
538,469,11537,NULL,Dakota,NULL,Ross,0,1958-03-24,M,NULL,M,dakota3@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,1024 Walnut Blvd.,NULL,186-555-0170,2002-03-24,Person,NULL
539,527,11538,NULL,Nicole,B,Taylor,0,1959-08-28,S,NULL,F,nicole9@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,0,0,112 Kathleen Drive,NULL,217-555-0170,2002-03-19,Person,NULL
540,470,11539,NULL,Justin,NULL,Washington,0,1959-08-22,M,NULL,M,justin10@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,6092 Chestnut,NULL,701-555-0175,2002-03-26,Person,NULL
541,619,11540,NULL,Alberto,C,Navarro,0,1959-01-28,S,NULL,M,alberto11@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,7615 Buena Vista,NULL,535-555-0131,2002-03-16,Person,NULL
542,536,11541,NULL,Aidan,D,Ross,0,1959-04-12,S,NULL,M,aidan4@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,0,0,2209 Sequoia Drive,NULL,154-555-0143,2002-03-15,Person,NULL
543,576,11542,NULL,Alejandro,L,Tang,0,1968-09-10,S,NULL,M,alejandro30@adventure-works.com,20000.00,1,1,Partial College,Manual,0,0,5545 Clemson Court,NULL,1 (11) 500 555-0124,2003-11-12,Person,NULL
544,529,11543,NULL,Sheena,NULL,Chande,0,1968-02-17,M,NULL,F,sheena13@adventure-works.com,20000.00,1,1,Partial College,Manual,1,1,"9, rue des Vendangeurs",NULL,1 (11) 500 555-0178,2004-06-23,Person,NULL
545,474,11544,NULL,Joel,A,Garcia,0,1968-05-07,M,NULL,M,joel14@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,Essener Straße 8,NULL,1 (11) 500 555-0159,2004-02-29,Person,NULL
546,529,11545,NULL,Reginald,NULL,Dominguez,0,1968-03-25,M,NULL,M,reginald20@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,"88, rue Georges-Clémenceau",NULL,1 (11) 500 555-0137,2004-01-14,Person,NULL
547,540,11546,NULL,Christine,NULL,Chande,0,1968-03-14,M,NULL,F,christine10@adventure-works.com,30000.00,1,1,Bachelors,Clerical,1,0,"522bis, rue des Peupliers",NULL,1 (11) 500 555-0179,2003-06-05,Person,NULL
548,529,11547,NULL,Cindy,E,Sai,0,1968-03-08,M,NULL,F,cindy6@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"88, allée des Princes",NULL,1 (11) 500 555-0111,2003-06-28,Person,NULL
549,585,11548,NULL,Raymond,NULL,Sanchez,0,1968-10-12,S,NULL,M,raymond21@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,2381 Tupelo Drive,NULL,1 (11) 500 555-0160,2002-06-04,Person,NULL
550,506,11549,NULL,Crystal,J,Liang,0,1968-09-06,M,NULL,F,crystal17@adventure-works.com,40000.00,0,0,Bachelors,Clerical,1,0,5077 Bannock Ct.,NULL,1 (11) 500 555-0120,2002-06-23,Person,NULL
551,525,11550,NULL,Deb,NULL,Torres,0,1968-08-08,S,NULL,F,deb4@adventure-works.com,40000.00,0,0,Bachelors,Clerical,1,0,7553 Harness Circle,NULL,1 (11) 500 555-0125,2002-07-23,Person,NULL
552,615,11551,NULL,Shannon,NULL,Alvarez,0,1967-05-25,S,NULL,M,shannon26@adventure-works.com,10000.00,3,3,High School,Manual,1,1,"268, avenue de l´Europe",NULL,1 (11) 500 555-0159,2003-09-02,Person,NULL
553,687,11552,NULL,Eddie,L,Rubio,0,1967-05-27,S,NULL,M,eddie21@adventure-works.com,20000.00,1,1,Partial College,Manual,0,1,Heiderplatz 662,NULL,1 (11) 500 555-0159,2004-07-09,Person,NULL
554,676,11553,NULL,Sharon,D,Luo,0,1967-09-09,M,NULL,F,sharon12@adventure-works.com,20000.00,1,1,Partial College,Manual,1,1,6804 Coldwater Drive,NULL,1 (11) 500 555-0118,2004-02-23,Person,NULL
555,700,11554,NULL,Sydney,NULL,Simmons,0,1926-09-28,S,NULL,F,sydney37@adventure-works.com,10000.00,4,0,High School,Manual,1,2,"88, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0198,2003-11-09,Person,NULL
556,481,11555,NULL,Alexandria,R,Henderson,0,1926-07-08,M,NULL,F,alexandria5@adventure-works.com,40000.00,1,0,Bachelors,Clerical,1,0,"11, rue de la Cavalerie",NULL,1 (11) 500 555-0182,2003-11-09,Person,NULL
557,567,11556,NULL,Lucas,J,Evans,0,1967-05-14,M,NULL,M,lucas10@adventure-works.com,20000.00,1,1,Partial College,Manual,1,1,3663 A St.,NULL,1 (11) 500 555-0153,2004-06-23,Person,NULL
558,576,11557,NULL,Felicia,NULL,Ramos,0,1967-01-15,S,NULL,F,felicia16@adventure-works.com,30000.00,1,1,Bachelors,Clerical,0,0,9557 Steven Circle,NULL,1 (11) 500 555-0191,2004-02-09,Person,NULL
559,574,11558,NULL,Ivan,E,Malhotra,0,1967-08-22,S,NULL,M,ivan3@adventure-works.com,30000.00,1,1,Bachelors,Clerical,0,0,5086 Nottingham Place,NULL,1 (11) 500 555-0198,2004-06-02,Person,NULL
560,696,11559,NULL,Frederick,M,Subram,0,1967-12-16,S,NULL,M,frederick12@adventure-works.com,30000.00,1,1,Bachelors,Clerical,0,1,Rotthäuser Weg 636,NULL,1 (11) 500 555-0111,2004-06-01,Person,NULL
561,506,11560,NULL,Whitney,NULL,Srini,0,1967-08-13,S,NULL,F,whitney7@adventure-works.com,30000.00,1,1,Bachelors,Clerical,0,1,7341 Rockne Drive,NULL,1 (11) 500 555-0115,2004-06-05,Person,NULL
562,765,11561,NULL,Briana,NULL,Dominguez,0,1966-07-24,S,NULL,F,briana12@adventure-works.com,10000.00,5,5,Partial High School,Manual,1,2,Hüttenstr 7005,NULL,1 (11) 500 555-0166,2002-08-22,Person,NULL
563,649,11562,NULL,Jarrod,NULL,Gonzalez,0,1966-04-19,M,NULL,M,jarrod17@adventure-works.com,20000.00,1,1,High School,Manual,1,1,Nonnendamm 22,NULL,1 (11) 500 555-0151,2003-12-28,Person,NULL
564,506,11563,NULL,Cesar,NULL,Srini,0,1966-02-01,S,NULL,M,cesar7@adventure-works.com,20000.00,1,1,High School,Manual,0,1,1547 Larkwood Ct.,NULL,1 (11) 500 555-0189,2004-01-06,Person,NULL
565,483,11564,NULL,Jorge,L,Liang,0,1966-07-12,S,NULL,M,jorge19@adventure-works.com,20000.00,1,1,High School,Manual,0,2,Heiderweg 4982,NULL,1 (11) 500 555-0161,2002-08-19,Person,NULL
566,426,11565,NULL,Erik,S,Diaz,0,1966-07-02,S,NULL,M,erik4@adventure-works.com,20000.00,2,2,High School,Manual,1,0,4408 Trinity Ave.,NULL,1 (11) 500 555-0157,2004-03-11,Person,NULL
567,454,11566,NULL,April,L,Shan,0,1967-09-02,M,NULL,F,april8@adventure-works.com,40000.00,0,0,Bachelors,Clerical,1,0,"401, boulevard du Montparnasse",NULL,1 (11) 500 555-0172,2003-08-01,Person,NULL
568,586,11567,NULL,Carla,NULL,Perez,0,1967-09-23,M,NULL,F,carla24@adventure-works.com,40000.00,0,0,Bachelors,Clerical,1,0,Klara Straße 8463,NULL,1 (11) 500 555-0146,2003-09-16,Person,NULL
569,608,11568,NULL,Alexia,NULL,Foster,0,1966-10-23,S,NULL,F,alexia13@adventure-works.com,20000.00,2,2,High School,Manual,1,0,7246 Gloria Terr.,NULL,1 (11) 500 555-0182,2002-07-13,Person,NULL
570,705,11569,NULL,Troy,NULL,Malhotra,0,1966-05-10,M,NULL,M,troy5@adventure-works.com,30000.00,1,1,Bachelors,Clerical,1,1,1629 Queens Road,NULL,1 (11) 500 555-0125,2004-05-23,Person,NULL
571,586,11570,NULL,Kristin,K,Andersen,0,1966-01-22,M,NULL,F,kristin14@adventure-works.com,30000.00,1,1,Bachelors,Skilled Manual,1,2,Zimmerstr 137,NULL,1 (11) 500 555-0199,2002-09-26,Person,NULL
572,672,11571,NULL,Joel,NULL,Sai,0,1966-05-18,M,NULL,M,joel5@adventure-works.com,30000.00,1,1,Bachelors,Skilled Manual,1,2,"99, rue du Puits Dixme",NULL,1 (11) 500 555-0144,2003-06-15,Person,NULL
573,624,11572,NULL,Billy,NULL,Moreno,0,1966-03-15,M,NULL,M,billy8@adventure-works.com,30000.00,1,1,Bachelors,Skilled Manual,1,2,"8733, rue Basse-du-Rocher",NULL,1 (11) 500 555-0165,2003-06-12,Person,NULL
574,574,11573,NULL,Meagan,W,Subram,0,1965-11-15,S,NULL,F,meagan13@adventure-works.com,20000.00,2,2,High School,Manual,1,1,7469 Paradise Ct.,NULL,1 (11) 500 555-0144,2004-01-28,Person,NULL
575,705,11574,NULL,Karla,V,Luo,0,1965-07-17,S,NULL,F,karla6@adventure-works.com,20000.00,2,2,High School,Manual,1,1,7390 Discovery Bay,NULL,1 (11) 500 555-0139,2003-09-16,Person,NULL
576,501,11575,NULL,Jackson,NULL,Campbell,0,1965-04-21,S,NULL,M,jackson37@adventure-works.com,20000.00,2,2,High School,Manual,1,2,2109 Mt. Washington,NULL,1 (11) 500 555-0182,2002-07-23,Person,NULL
577,622,11576,NULL,Micah,V,Zhu,0,1965-02-10,M,NULL,M,micah1@adventure-works.com,30000.00,1,1,Bachelors,Skilled Manual,1,2,"68, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0185,2003-06-18,Person,NULL
578,529,11577,NULL,Janet,NULL,Serrano,0,1965-10-22,M,NULL,F,janet22@adventure-works.com,30000.00,1,1,Bachelors,Skilled Manual,1,2,6788 Edward Ave,NULL,1 (11) 500 555-0135,2003-06-24,Person,NULL
579,528,11578,NULL,Trisha,NULL,Huang,0,1964-11-08,S,NULL,F,trisha0@adventure-works.com,10000.00,3,2,Partial High School,Manual,1,2,"33, place de la République",NULL,1 (11) 500 555-0128,2003-06-02,Person,NULL
580,567,11579,NULL,Clayton,NULL,Beck,0,1964-08-20,S,NULL,M,clayton38@adventure-works.com,20000.00,3,3,High School,Manual,1,1,3626 N Ranchford Court,NULL,1 (11) 500 555-0184,2004-02-01,Person,NULL
581,585,11580,NULL,Melvin,NULL,Raje,0,1933-09-12,M,NULL,M,melvin12@adventure-works.com,30000.00,1,0,Bachelors,Skilled Manual,1,1,9113 Flamingo Dr.,NULL,1 (11) 500 555-0167,2003-10-18,Person,NULL
582,529,11581,NULL,Cindy,NULL,Jordan,0,1966-09-04,M,NULL,F,cindy2@adventure-works.com,40000.00,0,0,Bachelors,Professional,1,0,"987, rue de la Centenaire",NULL,1 (11) 500 555-0161,2003-08-15,Person,NULL
583,528,11582,NULL,Claudia,E,Ma,0,1963-04-13,S,NULL,F,claudia14@adventure-works.com,30000.00,2,2,Partial College,Clerical,1,0,"222, rue de Cambrai",NULL,1 (11) 500 555-0167,2003-06-10,Person,NULL
584,459,11583,NULL,Karla,M,Xu,0,1965-09-26,S,NULL,F,karla5@adventure-works.com,30000.00,2,2,Partial College,Clerical,1,0,"79, rue de la Comédie",NULL,1 (11) 500 555-0160,2003-06-24,Person,NULL
585,517,11584,NULL,Devin,J,Carter,0,1965-11-22,M,NULL,M,devin33@adventure-works.com,40000.00,1,0,Bachelors,Skilled Manual,1,0,Buergermeister-ulrich-str 5,NULL,1 (11) 500 555-0183,2004-03-19,Person,NULL
586,587,11585,NULL,Kari,L,Perez,0,1965-03-08,M,NULL,F,kari21@adventure-works.com,40000.00,1,0,Bachelors,Skilled Manual,1,0,6124 Clayton Road,NULL,1 (11) 500 555-0192,2004-07-13,Person,NULL
587,576,11586,NULL,Alberto,NULL,Romero,0,1965-12-15,M,NULL,M,alberto10@adventure-works.com,40000.00,1,0,Bachelors,Skilled Manual,1,0,2348 Fruitwood,NULL,1 (11) 500 555-0133,2004-04-30,Person,NULL
588,657,11587,NULL,Kevin,NULL,Bryant,0,1964-10-21,S,NULL,M,kevin20@adventure-works.com,30000.00,2,2,Partial College,Clerical,1,2,"21, rue du Puits Dixme",NULL,1 (11) 500 555-0186,2003-06-02,Person,NULL
589,545,11588,NULL,Candace,NULL,Mehta,0,1964-07-14,M,NULL,F,candace14@adventure-works.com,30000.00,2,2,Partial College,Clerical,0,2,"24, rue Royale",NULL,1 (11) 500 555-0112,2003-06-02,Person,NULL
590,506,11589,NULL,Ebony,NULL,Malhotra,0,1964-05-04,M,NULL,F,ebony4@adventure-works.com,40000.00,1,0,Bachelors,Skilled Manual,1,0,7959 Mt. Wilson Way,NULL,1 (11) 500 555-0113,2003-12-06,Person,NULL
591,476,11590,NULL,Erika,F,Diaz,0,1963-10-18,S,NULL,F,erika2@adventure-works.com,30000.00,2,2,Partial College,Clerical,1,2,Attaché de Presse,NULL,1 (11) 500 555-0124,2003-06-04,Person,NULL
592,564,11591,NULL,Stacey,W,Lu,0,1963-05-16,S,NULL,F,stacey12@adventure-works.com,30000.00,3,3,Partial College,Clerical,1,0,"67, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0157,2001-07-14,Person,NULL
593,529,11592,NULL,Darrell,T,Raji,0,1978-09-04,S,NULL,M,darrell9@adventure-works.com,20000.00,0,0,High School,Manual,0,1,"68, impasse Notre-Dame",NULL,1 (11) 500 555-0178,2001-07-14,Person,NULL
594,672,11593,NULL,Armando,NULL,Moreno,0,1977-03-25,S,NULL,M,armando6@adventure-works.com,20000.00,0,0,High School,Manual,1,1,"121, rue de Cambrai",NULL,1 (11) 500 555-0165,2001-07-24,Person,NULL
595,563,11594,NULL,Corey,NULL,Goel,0,1979-11-04,S,NULL,M,corey16@adventure-works.com,20000.00,4,4,High School,Manual,1,2,"11, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0111,2004-02-18,Person,NULL
596,626,11595,NULL,Sebastian,NULL,Howard,0,1979-07-02,S,NULL,M,sebastian12@adventure-works.com,20000.00,5,5,High School,Manual,1,3,Höhenstr 9419,NULL,1 (11) 500 555-0112,2004-07-02,Person,NULL
597,541,11596,NULL,Roger,E,Raje,0,1963-09-03,M,NULL,M,roger41@adventure-works.com,40000.00,1,0,Bachelors,Skilled Manual,1,0,9100 Main Street,NULL,1 (11) 500 555-0154,2004-04-03,Person,NULL
598,524,11597,NULL,Janelle,C,Chandra,0,1978-02-06,S,NULL,F,janelle2@adventure-works.com,30000.00,3,3,Partial College,Clerical,1,2,"25, avenue de la Gare",NULL,1 (11) 500 555-0161,2004-07-08,Person,NULL
599,683,11598,NULL,Meredith,B,Ruiz,0,1978-07-02,S,NULL,F,meredith24@adventure-works.com,30000.00,3,3,Partial College,Clerical,1,3,Holzstr 6444,NULL,1 (11) 500 555-0113,2002-09-12,Person,NULL
600,503,11599,NULL,Melody,NULL,Diaz,0,1977-09-16,S,NULL,F,melody3@adventure-works.com,20000.00,0,0,High School,Manual,0,1,Attaché de Presse,NULL,1 (11) 500 555-0114,2001-07-21,Person,NULL
601,548,11600,NULL,Linda,D,Rubio,0,1977-04-07,S,NULL,F,linda36@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,"2616, rue de Linois",NULL,1 (11) 500 555-0153,2003-11-07,Person,NULL
602,564,11601,NULL,Ivan,S,Raman,0,1977-08-21,S,NULL,M,ivan8@adventure-works.com,30000.00,0,0,Partial College,Clerical,1,1,"335, rue Basse-du-Rocher",NULL,1 (11) 500 555-0119,2001-07-22,Person,NULL
603,687,11602,NULL,Larry,NULL,Gill,0,1977-04-13,S,NULL,M,larry16@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,Am Gallberg 645,NULL,1 (11) 500 555-0125,2004-01-11,Person,NULL
604,506,11603,NULL,Geoffrey,NULL,Gonzalez,0,1977-02-06,S,NULL,M,geoffrey16@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,1538 Golden Meadow,NULL,1 (11) 500 555-0131,2002-07-21,Person,NULL
605,572,11604,NULL,Edgar,NULL,Sanchez,0,1977-06-03,S,NULL,M,edgar21@adventure-works.com,30000.00,0,0,Partial College,Clerical,1,1,6543 Jacobsen Street,NULL,1 (11) 500 555-0117,2002-07-06,Person,NULL
606,555,11605,NULL,Heidi,L,Subram,0,1976-11-20,S,NULL,F,heidi15@adventure-works.com,20000.00,0,0,High School,Manual,0,1,Auf den Kuhlen Straße 9,NULL,1 (11) 500 555-0183,2002-09-09,Person,NULL
607,661,11606,NULL,Melody,NULL,Ramos,0,1975-02-03,S,NULL,F,melody17@adventure-works.com,10000.00,0,0,Partial High School,Manual,0,2,"2, rue de la Comédie",NULL,1 (11) 500 555-0182,2001-07-11,Person,NULL
608,529,11607,NULL,Clinton,H,Moreno,0,1975-05-09,S,NULL,M,clinton3@adventure-works.com,20000.00,0,0,High School,Manual,1,1,"610, rue des Rosiers",NULL,1 (11) 500 555-0152,2001-07-22,Person,NULL
609,530,11608,NULL,Cesar,E,Madan,0,1976-03-04,S,NULL,M,cesar6@adventure-works.com,20000.00,0,0,High School,Manual,0,1,"774, rue Descartes",NULL,1 (11) 500 555-0157,2004-06-15,Person,NULL
610,576,11609,NULL,Eugene,E,Ye,0,1976-06-26,S,NULL,M,eugene13@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,2877 Bounty Way,NULL,1 (11) 500 555-0128,2002-07-31,Person,NULL
611,698,11610,NULL,Blake,NULL,Collins,0,1975-04-23,S,NULL,M,blake47@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,4519 Lydia Lane,NULL,1 (11) 500 555-0140,2002-07-13,Person,NULL
612,672,11611,NULL,Ernest,NULL,Lin,0,1974-02-27,M,NULL,M,ernest7@adventure-works.com,20000.00,0,0,Partial High School,Manual,0,1,"65, rue Faubourg St Antoine",NULL,1 (11) 500 555-0190,2001-07-26,Person,NULL
613,585,11612,NULL,Keith,NULL,Andersen,0,1974-10-11,S,NULL,M,keith16@adventure-works.com,20000.00,0,0,Partial High School,Manual,0,2,2411 Clark Creek Lane,NULL,1 (11) 500 555-0182,2002-08-05,Person,NULL
614,649,11613,NULL,Meredith,M,Prasad,0,1975-11-03,S,NULL,F,meredith8@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,Hunzinger Allee 292,NULL,1 (11) 500 555-0162,2002-11-14,Person,NULL
615,521,11614,NULL,Katrina,M,Sharma,0,1975-08-17,S,NULL,F,katrina8@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,Nollendorfplatz 62,NULL,1 (11) 500 555-0115,2002-11-11,Person,NULL
616,498,11615,NULL,Dwayne,H,Navarro,0,1975-11-21,M,NULL,M,dwayne9@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,0,5717 Monterey Ave,NULL,1 (11) 500 555-0163,2002-08-25,Person,NULL
617,659,11616,NULL,Casey,NULL,Nath,0,1975-03-09,M,NULL,F,casey20@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,0,3728 Chinquapin Ct.,NULL,1 (11) 500 555-0130,2002-08-06,Person,NULL
618,488,11617,NULL,Sean,NULL,Brooks,0,1959-04-04,S,NULL,M,sean8@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,0,0,6616 Baird Court,NULL,294-555-0111,2002-03-13,Person,NULL
619,467,11618,NULL,Brian,M,Ramirez,0,1959-04-24,M,NULL,M,brian19@adventure-works.com,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,9145 Danesta Dr.,NULL,167-555-0144,2003-08-13,Person,NULL
620,701,11619,NULL,Sierra,J,Young,0,1973-05-01,S,NULL,F,sierra15@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,3230 Virginia Hills,NULL,410-555-0125,2003-08-12,Person,NULL
621,583,11620,NULL,Megan,M,Rodriguez,0,1973-04-20,S,NULL,F,megan23@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,7285 Roanwood Way,NULL,156-555-0144,2003-08-12,Person,NULL
622,442,11621,NULL,Leah,R,She,0,1973-02-19,S,NULL,F,leah19@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,0,0,8120 E Leland,NULL,787-555-0163,2004-02-02,Person,NULL
623,642,11622,NULL,Gabriel,NULL,Allen,0,1973-12-17,M,NULL,M,gabriel53@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,8520 Waterview Place,NULL,787-555-0146,2003-10-10,Person,NULL
624,631,11623,NULL,Angela,NULL,Perry,0,1973-06-27,S,NULL,F,angela10@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,4117 Missing Canyon Court,NULL,198-555-0159,2002-03-10,Person,NULL
625,658,11624,NULL,Ryan,C,Smith,0,1973-03-23,S,NULL,M,ryan39@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,5462 El Pintado Rd.,NULL,394-555-0168,2002-03-24,Person,NULL
626,527,11625,NULL,Zachary,S,Moore,0,1973-01-19,M,NULL,M,zachary37@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,9734 Jane Ct.,NULL,209-555-0118,2002-03-27,Person,NULL
627,689,11626,NULL,Destiny,NULL,Rogers,0,1973-06-14,M,NULL,F,destiny26@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,3588 Vancouver Way,NULL,262-555-0170,2002-03-04,Person,NULL
628,552,11627,NULL,Dalton,NULL,Gray,0,1973-02-27,M,NULL,M,dalton76@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,4833 Nottingham Pl.,NULL,263-555-0144,2004-02-28,Person,NULL
